Turbine_ID,Temperature_Class_One_Week_Before,Average_Pressure_Score
2099,4. Hot  (20c and over),12.538462
2100,1. Cold (under 7c),18
2101,4. Hot  (20c and over),6.153846
2102,4. Hot  (20c and over),12.538462
2103,4. Hot  (20c and over),6.153846
2104,1. Cold (under 7c),15.153846
2105,3. (Warm 15c- 19c),20.615385
2106,2. Cool ( 7c - 14c),20.923077
2107,2. Cool ( 7c - 14c),7.153846
2108,2. Cool ( 7c - 14c),7.153846
2109,4. Hot  (20c and over),18.076923
2110,1. Cold (under 7c),10.769231
2111,1. Cold (under 7c),14.307692
2112,2. Cool ( 7c - 14c),13.230769
2113,1. Cold (under 7c),14.846154
2114,2. Cool ( 7c - 14c),14.615385
2115,2. Cool ( 7c - 14c),14.076923
2116,1. Cold (under 7c),11.846154
2117,3. (Warm 15c- 19c),7.384615
2118,3. (Warm 15c- 19c),15.846154
2119,1. Cold (under 7c),22.615385
2120,2. Cool ( 7c - 14c),14.615385
2121,4. Hot  (20c and over),12.923077
2122,1. Cold (under 7c),15.153846
2123,2. Cool ( 7c - 14c),13.307692
2124,1. Cold (under 7c),26.307692
2125,4. Hot  (20c and over),6.923077
2126,4. Hot  (20c and over),18.692308
2127,2. Cool ( 7c - 14c),20.923077
2128,2. Cool ( 7c - 14c),9.538462
2129,2. Cool ( 7c - 14c),17.230769
2130,2. Cool ( 7c - 14c),7.384615
2131,2. Cool ( 7c - 14c),17.230769
2132,4. Hot  (20c and over),12.923077
2133,1. Cold (under 7c),15.153846
2134,4. Hot  (20c and over),12.923077
2135,4. Hot  (20c and over),6.153846
2136,2. Cool ( 7c - 14c),9.538462
2137,3. (Warm 15c- 19c),20.615385
2138,4. Hot  (20c and over),12.923077
2139,2. Cool ( 7c - 14c),20.923077
2140,2. Cool ( 7c - 14c),13.307692
2141,4. Hot  (20c and over),13.307692
2142,1. Cold (under 7c),22.538462
2143,4. Hot  (20c and over),13.307692
2144,1. Cold (under 7c),11.846154
2145,2. Cool ( 7c - 14c),14.615385
2146,1. Cold (under 7c),9.846154
2147,1. Cold (under 7c),19.538462
2148,4. Hot  (20c and over),12.538462
2149,1. Cold (under 7c),18
2150,2. Cool ( 7c - 14c),9.538462
2151,1. Cold (under 7c),19.538462
2152,4. Hot  (20c and over),15.230769
2153,2. Cool ( 7c - 14c),9.538462
2154,2. Cool ( 7c - 14c),7.153846
2155,1. Cold (under 7c),9.846154
2156,1. Cold (under 7c),9.846154
2157,2. Cool ( 7c - 14c),9.538462
2158,4. Hot  (20c and over),15.230769
2159,3. (Warm 15c- 19c),20.615385
2160,4. Hot  (20c and over),12.538462
2161,2. Cool ( 7c - 14c),20.923077
2162,4. Hot  (20c and over),12.923077
2163,1. Cold (under 7c),19.538462
2164,4. Hot  (20c and over),18.692308
2165,4. Hot  (20c and over),13.307692
2166,1. Cold (under 7c),10.769231
2167,4. Hot  (20c and over),8.692308
2168,4. Hot  (20c and over),18.076923
2169,1. Cold (under 7c),14.846154
2170,3. (Warm 15c- 19c),17.615385
2171,1. Cold (under 7c),9.846154
2172,1. Cold (under 7c),15.153846
2173,4. Hot  (20c and over),12.923077
2174,1. Cold (under 7c),14.230769
2175,2. Cool ( 7c - 14c),7.384615
2176,2. Cool ( 7c - 14c),15.692308
2177,4. Hot  (20c and over),12.923077
2178,4. Hot  (20c and over),12.923077
2179,4. Hot  (20c and over),18.692308
2180,2. Cool ( 7c - 14c),8.769231
2181,4. Hot  (20c and over),12.538462
2182,4. Hot  (20c and over),18.692308
2183,2. Cool ( 7c - 14c),13.307692
2184,4. Hot  (20c and over),18.692308
2185,4. Hot  (20c and over),6.923077
2186,2. Cool ( 7c - 14c),20.923077
2187,2. Cool ( 7c - 14c),8.769231
2188,2. Cool ( 7c - 14c),12.307692
2189,2. Cool ( 7c - 14c),13.307692
2190,1. Cold (under 7c),14.230769
2191,2. Cool ( 7c - 14c),7.384615
2192,2. Cool ( 7c - 14c),9.538462
2193,2. Cool ( 7c - 14c),17.230769
2194,1. Cold (under 7c),26.307692
2195,2. Cool ( 7c - 14c),13.307692
2196,1. Cold (under 7c),14.307692
2197,1. Cold (under 7c),14.846154
2198,2. Cool ( 7c - 14c),13.307692
2199,1. Cold (under 7c),15.153846
2200,2. Cool ( 7c - 14c),12.307692
2201,4. Hot  (20c and over),12.923077
2202,2. Cool ( 7c - 14c),17.230769
2203,2. Cool ( 7c - 14c),20.923077
2204,2. Cool ( 7c - 14c),17.230769
2205,2. Cool ( 7c - 14c),15.692308
2206,2. Cool ( 7c - 14c),9.538462
2207,2. Cool ( 7c - 14c),8.769231
2208,4. Hot  (20c and over),6.153846
2209,4. Hot  (20c and over),15.230769
2210,4. Hot  (20c and over),12.923077
2211,4. Hot  (20c and over),6.153846
2212,2. Cool ( 7c - 14c),8.769231
2213,2. Cool ( 7c - 14c),7.153846
2214,4. Hot  (20c and over),12.538462
2215,1. Cold (under 7c),15.153846
2216,3. (Warm 15c- 19c),20.615385
2217,2. Cool ( 7c - 14c),20.923077
2218,2. Cool ( 7c - 14c),7.153846
2219,2. Cool ( 7c - 14c),12.307692
2220,2. Cool ( 7c - 14c),8.769231
2221,4. Hot  (20c and over),18.692308
2222,3. (Warm 15c- 19c),20.615385
2223,2. Cool ( 7c - 14c),7.153846
2224,1. Cold (under 7c),15.153846
2225,4. Hot  (20c and over),18.692308
2226,1. Cold (under 7c),14.846154
2227,1. Cold (under 7c),22.538462
2228,2. Cool ( 7c - 14c),17.153846
2229,1. Cold (under 7c),11.384615
2230,2. Cool ( 7c - 14c),8
2231,2. Cool ( 7c - 14c),13.230769
2232,2. Cool ( 7c - 14c),13.230769
2233,1. Cold (under 7c),26.307692
2234,1. Cold (under 7c),26.307692
2235,3. (Warm 15c- 19c),20.615385
2236,1. Cold (under 7c),18
2237,4. Hot  (20c and over),18.692308
2238,2. Cool ( 7c - 14c),20.923077
2239,2. Cool ( 7c - 14c),7.153846
2240,1. Cold (under 7c),26.307692
2241,2. Cool ( 7c - 14c),17.230769
2242,3. (Warm 15c- 19c),20.615385
2243,1. Cold (under 7c),9.692308
2244,1. Cold (under 7c),14.846154
2245,3. (Warm 15c- 19c),15.923077
2246,4. Hot  (20c and over),19.230769
2247,4. Hot  (20c and over),12.538462
2248,4. Hot  (20c and over),6.923077
2249,2. Cool ( 7c - 14c),13.307692
2250,4. Hot  (20c and over),15.230769
2251,2. Cool ( 7c - 14c),20.923077
2252,2. Cool ( 7c - 14c),12.307692
2253,2. Cool ( 7c - 14c),15.692308
2254,3. (Warm 15c- 19c),20.615385
2255,1. Cold (under 7c),15.153846
2256,2. Cool ( 7c - 14c),12.307692
2257,1. Cold (under 7c),15.153846
2258,2. Cool ( 7c - 14c),20.923077
2259,4. Hot  (20c and over),6.923077
2260,1. Cold (under 7c),26.307692
2261,1. Cold (under 7c),26.307692
2262,3. (Warm 15c- 19c),20.615385
2263,2. Cool ( 7c - 14c),15.692308
2264,4. Hot  (20c and over),15.230769
2265,1. Cold (under 7c),19.846154
2266,4. Hot  (20c and over),13.307692
2267,1. Cold (under 7c),14.846154
2268,1. Cold (under 7c),10.384615
2269,1. Cold (under 7c),9.846154
2270,2. Cool ( 7c - 14c),13.307692
2271,1. Cold (under 7c),26.307692
2272,4. Hot  (20c and over),15.230769
2273,2. Cool ( 7c - 14c),12.307692
2274,1. Cold (under 7c),15.153846
2275,4. Hot  (20c and over),15.230769
2276,2. Cool ( 7c - 14c),9.538462
2277,1. Cold (under 7c),11.384615
2278,2. Cool ( 7c - 14c),9.923077
2279,1. Cold (under 7c),19.846154
2280,1. Cold (under 7c),14.846154
2281,4. Hot  (20c and over),16.384615
2282,1. Cold (under 7c),19.846154
2283,4. Hot  (20c and over),18.076923
2284,1. Cold (under 7c),14.230769
2285,2. Cool ( 7c - 14c),7.384615
2286,1. Cold (under 7c),19.538462
2287,2. Cool ( 7c - 14c),17.230769
2288,2. Cool ( 7c - 14c),15.692308
2289,4. Hot  (20c and over),6.923077
2290,4. Hot  (20c and over),6.153846
2291,4. Hot  (20c and over),18.692308
2292,1. Cold (under 7c),19.153846
2293,4. Hot  (20c and over),16.384615
2294,4. Hot  (20c and over),12.538462
2295,4. Hot  (20c and over),15.230769
2296,1. Cold (under 7c),14.230769
2297,2. Cool ( 7c - 14c),15.692308
2298,2. Cool ( 7c - 14c),17.230769
2299,2. Cool ( 7c - 14c),17.230769
2300,4. Hot  (20c and over),19.230769
2301,1. Cold (under 7c),10.769231
2302,2. Cool ( 7c - 14c),12.846154
2303,1. Cold (under 7c),22.538462
2304,1. Cold (under 7c),19.846154
2305,4. Hot  (20c and over),6.153846
2306,1. Cold (under 7c),26.307692
2307,1. Cold (under 7c),18
2308,1. Cold (under 7c),15.153846
2309,1. Cold (under 7c),19.538462
2310,2. Cool ( 7c - 14c),8.769231
2311,1. Cold (under 7c),15.153846
2312,4. Hot  (20c and over),12.923077
2313,4. Hot  (20c and over),7.615385
2314,4. Hot  (20c and over),13.307692
2315,1. Cold (under 7c),22.538462
2316,4. Hot  (20c and over),19.230769
2317,4. Hot  (20c and over),16.384615
2318,4. Hot  (20c and over),16.384615
2319,1. Cold (under 7c),10.769231
2320,1. Cold (under 7c),19.538462
2321,4. Hot  (20c and over),15.230769
2322,2. Cool ( 7c - 14c),9.538462
2323,2. Cool ( 7c - 14c),15.692308
2324,2. Cool ( 7c - 14c),17.230769
2325,1. Cold (under 7c),9.846154
2326,2. Cool ( 7c - 14c),15.692308
2327,1. Cold (under 7c),15.153846
2328,4. Hot  (20c and over),6.923077
2329,4. Hot  (20c and over),12.538462
2330,1. Cold (under 7c),9.692308
2331,1. Cold (under 7c),19.846154
2332,4. Hot  (20c and over),13.307692
2333,4. Hot  (20c and over),19.230769
2334,1. Cold (under 7c),19.538462
2335,4. Hot  (20c and over),15.230769
2336,3. (Warm 15c- 19c),20.615385
2337,4. Hot  (20c and over),6.153846
2338,2. Cool ( 7c - 14c),7.384615
2339,2. Cool ( 7c - 14c),12.307692
2340,4. Hot  (20c and over),18.692308
2341,2. Cool ( 7c - 14c),8.769231
2342,1. Cold (under 7c),9.846154
2343,2. Cool ( 7c - 14c),12.307692
2344,1. Cold (under 7c),18
2345,4. Hot  (20c and over),6.923077
2346,2. Cool ( 7c - 14c),15.692308
2347,2. Cool ( 7c - 14c),15.692308
2348,2. Cool ( 7c - 14c),7.384615
2349,1. Cold (under 7c),9.846154
2350,2. Cool ( 7c - 14c),15.692308
2351,4. Hot  (20c and over),6.923077
2352,4. Hot  (20c and over),18.692308
2353,4. Hot  (20c and over),6.153846
2354,4. Hot  (20c and over),18.692308
2355,3. (Warm 15c- 19c),20.615385
2356,3. (Warm 15c- 19c),20.615385
2357,4. Hot  (20c and over),6.153846
2358,2. Cool ( 7c - 14c),9.538462
2359,1. Cold (under 7c),15.153846
2360,4. Hot  (20c and over),12.538462
2361,1. Cold (under 7c),9.846154
2362,1. Cold (under 7c),9.692308
2363,1. Cold (under 7c),11.384615
2364,3. (Warm 15c- 19c),15.923077
2365,2. Cool ( 7c - 14c),7.384615
2366,4. Hot  (20c and over),6.923077
2367,4. Hot  (20c and over),15.230769
2368,2. Cool ( 7c - 14c),17.230769
2369,2. Cool ( 7c - 14c),17.230769
2370,4. Hot  (20c and over),18.692308
2371,4. Hot  (20c and over),15.230769
2372,1. Cold (under 7c),15.153846
2373,4. Hot  (20c and over),18.692308
2374,1. Cold (under 7c),19.538462
2375,2. Cool ( 7c - 14c),15.692308
2376,2. Cool ( 7c - 14c),15.692308
2377,3. (Warm 15c- 19c),20.615385
2378,1. Cold (under 7c),19.538462
2379,4. Hot  (20c and over),12.923077
2380,3. (Warm 15c- 19c),20.615385
2381,3. (Warm 15c- 19c),20.615385
2382,2. Cool ( 7c - 14c),8.769231
2383,4. Hot  (20c and over),18.692308
2384,1. Cold (under 7c),18
2385,4. Hot  (20c and over),12.923077
2386,4. Hot  (20c and over),18.692308
2387,1. Cold (under 7c),14.230769
2388,1. Cold (under 7c),18
2389,2. Cool ( 7c - 14c),12.307692
2390,2. Cool ( 7c - 14c),13.230769
2391,1. Cold (under 7c),22.538462
2392,1. Cold (under 7c),14.846154
2393,4. Hot  (20c and over),16.384615
2394,1. Cold (under 7c),22.538462
2395,2. Cool ( 7c - 14c),17.153846
2396,4. Hot  (20c and over),12.923077
2397,1. Cold (under 7c),9.692308
2398,1. Cold (under 7c),19.846154
2399,2. Cool ( 7c - 14c),9.923077
2400,4. Hot  (20c and over),6.153846
2401,2. Cool ( 7c - 14c),13.307692
2402,1. Cold (under 7c),26.307692
2403,4. Hot  (20c and over),18.692308
2404,2. Cool ( 7c - 14c),13.307692
2405,1. Cold (under 7c),9.846154
2406,2. Cool ( 7c - 14c),13.307692
2407,1. Cold (under 7c),9.846154
2408,2. Cool ( 7c - 14c),9.538462
2409,1. Cold (under 7c),19.538462
2410,4. Hot  (20c and over),6.153846
2411,4. Hot  (20c and over),6.923077
2412,1. Cold (under 7c),26.307692
2413,1. Cold (under 7c),15.153846
2414,4. Hot  (20c and over),6.923077
2415,2. Cool ( 7c - 14c),7.153846
2416,2. Cool ( 7c - 14c),17.230769
2417,1. Cold (under 7c),9.846154
2418,2. Cool ( 7c - 14c),7.153846
2419,4. Hot  (20c and over),18.692308
2420,1. Cold (under 7c),9.846154
2421,4. Hot  (20c and over),15.230769
2422,1. Cold (under 7c),19.538462
2423,1. Cold (under 7c),9.846154
2424,1. Cold (under 7c),18
2425,2. Cool ( 7c - 14c),8.769231
2426,2. Cool ( 7c - 14c),8
2427,2. Cool ( 7c - 14c),12.846154
2428,4. Hot  (20c and over),7.615385
2429,1. Cold (under 7c),9.692308
2430,1. Cold (under 7c),26.846154
2431,4. Hot  (20c and over),19.230769
2432,4. Hot  (20c and over),19.230769
2433,4. Hot  (20c and over),12.923077
2434,1. Cold (under 7c),11.384615
2435,4. Hot  (20c and over),16.384615
2436,2. Cool ( 7c - 14c),7.153846
2437,4. Hot  (20c and over),6.153846
2438,1. Cold (under 7c),18
2439,2. Cool ( 7c - 14c),15.692308
2440,2. Cool ( 7c - 14c),13.307692
2441,4. Hot  (20c and over),6.153846
2442,1. Cold (under 7c),9.846154
2443,1. Cold (under 7c),19.538462
2444,4. Hot  (20c and over),12.538462
2445,2. Cool ( 7c - 14c),15.692308
2446,2. Cool ( 7c - 14c),13.307692
2447,2. Cool ( 7c - 14c),8.769231
2448,1. Cold (under 7c),10.769231
2449,4. Hot  (20c and over),18.076923
2450,1. Cold (under 7c),19.846154
2451,1. Cold (under 7c),19.846154
2452,4. Hot  (20c and over),18.076923
2453,2. Cool ( 7c - 14c),17.153846
2454,1. Cold (under 7c),22.538462
2455,4. Hot  (20c and over),13.307692
2456,1. Cold (under 7c),22.538462
2457,2. Cool ( 7c - 14c),8
2458,1. Cold (under 7c),19.846154
2459,4. Hot  (20c and over),18.076923
2460,1. Cold (under 7c),19.846154
2461,1. Cold (under 7c),11.384615
2462,4. Hot  (20c and over),19.230769
2463,4. Hot  (20c and over),16.384615
2464,2. Cool ( 7c - 14c),13.230769
2465,2. Cool ( 7c - 14c),20.923077
2466,1. Cold (under 7c),26.307692
2467,2. Cool ( 7c - 14c),7.384615
2468,2. Cool ( 7c - 14c),13.307692
2469,1. Cold (under 7c),26.307692
2470,1. Cold (under 7c),9.846154
2471,2. Cool ( 7c - 14c),15.692308
2472,2. Cool ( 7c - 14c),7.153846
2473,4. Hot  (20c and over),6.153846
2474,1. Cold (under 7c),19.153846
2475,4. Hot  (20c and over),13.307692
2476,4. Hot  (20c and over),16.384615
2477,1. Cold (under 7c),9.692308
2478,1. Cold (under 7c),19.153846
2479,4. Hot  (20c and over),12.923077
2480,2. Cool ( 7c - 14c),12.846154
2481,4. Hot  (20c and over),13.307692
2482,1. Cold (under 7c),26.846154
2483,1. Cold (under 7c),22.538462
2484,4. Hot  (20c and over),13.307692
2485,4. Hot  (20c and over),8.692308
2486,4. Hot  (20c and over),13.307692
2487,2. Cool ( 7c - 14c),17.153846
2488,4. Hot  (20c and over),19.230769
2489,1. Cold (under 7c),19.153846
2490,4. Hot  (20c and over),19.230769
2491,4. Hot  (20c and over),7.538462
2492,4. Hot  (20c and over),7.538462
2493,2. Cool ( 7c - 14c),7.692308
2494,1. Cold (under 7c),8.230769
2495,4. Hot  (20c and over),12.923077
2496,4. Hot  (20c and over),7.538462
2497,2. Cool ( 7c - 14c),14.538462
2498,4. Hot  (20c and over),13.769231
2499,1. Cold (under 7c),14.846154
2500,1. Cold (under 7c),19.923077
2501,2. Cool ( 7c - 14c),12.230769
2502,2. Cool ( 7c - 14c),9.307692
2503,1. Cold (under 7c),8.230769
2504,2. Cool ( 7c - 14c),10.538462
2505,1. Cold (under 7c),8.230769
2506,2. Cool ( 7c - 14c),12.230769
2507,2. Cool ( 7c - 14c),7.307692
2508,2. Cool ( 7c - 14c),10.538462
2509,1. Cold (under 7c),12.615385
2510,4. Hot  (20c and over),12.923077
2511,4. Hot  (20c and over),7.384615
2512,2. Cool ( 7c - 14c),16.692308
2513,4. Hot  (20c and over),17.153846
2514,2. Cool ( 7c - 14c),13.153846
2515,2. Cool ( 7c - 14c),10.923077
2516,2. Cool ( 7c - 14c),13.153846
2517,1. Cold (under 7c),13.692308
2518,4. Hot  (20c and over),12.923077
2519,4. Hot  (20c and over),17.153846
2520,2. Cool ( 7c - 14c),10.923077
2521,1. Cold (under 7c),14.384615
2522,1. Cold (under 7c),8.769231
2523,4. Hot  (20c and over),12.923077
2524,2. Cool ( 7c - 14c),9.923077
2525,2. Cool ( 7c - 14c),9.923077
2526,4. Hot  (20c and over),13.538462
2527,1. Cold (under 7c),10.153846
2528,2. Cool ( 7c - 14c),9.769231
2529,1. Cold (under 7c),20.076923
2530,2. Cool ( 7c - 14c),8.538462
2531,4. Hot  (20c and over),12.923077
2532,4. Hot  (20c and over),7.538462
2533,2. Cool ( 7c - 14c),15.461538
2534,1. Cold (under 7c),19.923077
2535,1. Cold (under 7c),16.230769
2536,1. Cold (under 7c),14.846154
2537,2. Cool ( 7c - 14c),14.538462
2538,4. Hot  (20c and over),5.615385
2539,1. Cold (under 7c),19.923077
2540,2. Cool ( 7c - 14c),14.538462
2541,1. Cold (under 7c),11
2542,1. Cold (under 7c),14.846154
2543,2. Cool ( 7c - 14c),14.538462
2544,4. Hot  (20c and over),5.615385
2545,2. Cool ( 7c - 14c),15.461538
2546,4. Hot  (20c and over),14.538462
2547,4. Hot  (20c and over),7.538462
2548,2. Cool ( 7c - 14c),15.461538
2549,1. Cold (under 7c),11
2550,2. Cool ( 7c - 14c),15.461538
2551,1. Cold (under 7c),19.923077
2552,1. Cold (under 7c),16.230769
2553,1. Cold (under 7c),19.461538
2554,2. Cool ( 7c - 14c),10.923077
2555,2. Cool ( 7c - 14c),13.153846
2556,1. Cold (under 7c),27.461538
2557,1. Cold (under 7c),24.538462
2558,4. Hot  (20c and over),12.923077
2559,2. Cool ( 7c - 14c),9.923077
2560,4. Hot  (20c and over),17.153846
2561,2. Cool ( 7c - 14c),17.230769
2562,1. Cold (under 7c),8.769231
2563,2. Cool ( 7c - 14c),10.923077
2564,4. Hot  (20c and over),12.923077
2565,2. Cool ( 7c - 14c),9.923077
2566,1. Cold (under 7c),19.461538
2567,3. (Warm 15c- 19c),17.846154
2568,1. Cold (under 7c),14.384615
2569,4. Hot  (20c and over),7.384615
2570,2. Cool ( 7c - 14c),16.692308
2571,4. Hot  (20c and over),7.384615
2572,1. Cold (under 7c),10.153846
2573,4. Hot  (20c and over),7.384615
2574,2. Cool ( 7c - 14c),9.769231
2575,2. Cool ( 7c - 14c),20.769231
2576,1. Cold (under 7c),36.307692
2577,1. Cold (under 7c),12.615385
2578,2. Cool ( 7c - 14c),8.538462
2579,1. Cold (under 7c),14.846154
2580,2. Cool ( 7c - 14c),10.538462
2581,2. Cool ( 7c - 14c),8.538462
2582,2. Cool ( 7c - 14c),8.538462
2583,2. Cool ( 7c - 14c),10.538462
2584,1. Cold (under 7c),16.230769
2585,1. Cold (under 7c),19.923077
2586,2. Cool ( 7c - 14c),16.076923
2587,2. Cool ( 7c - 14c),10.923077
2588,1. Cold (under 7c),20.076923
2589,2. Cool ( 7c - 14c),17.230769
2590,4. Hot  (20c and over),13.538462
2591,2. Cool ( 7c - 14c),17.230769
2592,1. Cold (under 7c),19.461538
2593,1. Cold (under 7c),14.384615
2594,2. Cool ( 7c - 14c),13.153846
2595,4. Hot  (20c and over),12.923077
2596,1. Cold (under 7c),20.076923
2597,4. Hot  (20c and over),18.076923
2598,2. Cool ( 7c - 14c),16.076923
2599,2. Cool ( 7c - 14c),10.923077
2600,1. Cold (under 7c),22.384615
2601,2. Cool ( 7c - 14c),15.461538
2602,1. Cold (under 7c),14.384615
2603,2. Cool ( 7c - 14c),16.692308
2604,1. Cold (under 7c),8.769231
2605,2. Cool ( 7c - 14c),16.076923
2606,4. Hot  (20c and over),9.692308
2607,2. Cool ( 7c - 14c),13.153846
2608,1. Cold (under 7c),24.538462
2609,2. Cool ( 7c - 14c),7.307692
2610,3. (Warm 15c- 19c),14.230769
2611,1. Cold (under 7c),12.615385
2612,3. (Warm 15c- 19c),14.230769
2613,1. Cold (under 7c),12.615385
2614,2. Cool ( 7c - 14c),13.153846
2615,1. Cold (under 7c),8.230769
2616,2. Cool ( 7c - 14c),14.538462
2617,2. Cool ( 7c - 14c),9.307692
2618,2. Cool ( 7c - 14c),14.538462
2619,4. Hot  (20c and over),12.923077
2620,1. Cold (under 7c),12.615385
2621,2. Cool ( 7c - 14c),14.538462
2622,3. (Warm 15c- 19c),14.230769
2623,2. Cool ( 7c - 14c),14.538462
2624,2. Cool ( 7c - 14c),7.307692
2625,2. Cool ( 7c - 14c),9.307692
2626,3. (Warm 15c- 19c),14.230769
2627,1. Cold (under 7c),14.384615
2628,2. Cool ( 7c - 14c),12.230769
2629,3. (Warm 15c- 19c),14.230769
2630,4. Hot  (20c and over),7.538462
2631,4. Hot  (20c and over),10.538462
2632,2. Cool ( 7c - 14c),14.538462
2633,1. Cold (under 7c),12.615385
2634,2. Cool ( 7c - 14c),14.538462
2635,4. Hot  (20c and over),7.538462
2636,1. Cold (under 7c),14.384615
2637,4. Hot  (20c and over),7.384615
2638,2. Cool ( 7c - 14c),9.307692
2639,1. Cold (under 7c),14.846154
2640,2. Cool ( 7c - 14c),10.538462
2641,2. Cool ( 7c - 14c),12.230769
2642,1. Cold (under 7c),11
2643,4. Hot  (20c and over),7.538462
2644,2. Cool ( 7c - 14c),9.307692
2645,4. Hot  (20c and over),14.538462
2646,4. Hot  (20c and over),14.538462
2647,2. Cool ( 7c - 14c),15.461538
2648,4. Hot  (20c and over),17.153846
2649,1. Cold (under 7c),10.153846
2650,1. Cold (under 7c),24.538462
2651,4. Hot  (20c and over),9.692308
2652,1. Cold (under 7c),10.846154
2653,4. Hot  (20c and over),13.769231
2654,2. Cool ( 7c - 14c),7.692308
2655,1. Cold (under 7c),14.846154
2656,3. (Warm 15c- 19c),14.230769
2657,2. Cool ( 7c - 14c),12.230769
2658,1. Cold (under 7c),22.384615
2659,1. Cold (under 7c),14.384615
2660,2. Cool ( 7c - 14c),10.923077
2661,4. Hot  (20c and over),9.692308
2662,4. Hot  (20c and over),9.692308
2663,1. Cold (under 7c),20.076923
2664,3. (Warm 15c- 19c),23.846154
2665,2. Cool ( 7c - 14c),20.769231
2666,4. Hot  (20c and over),5.615385
2667,1. Cold (under 7c),14.846154
2668,4. Hot  (20c and over),12.923077
2669,1. Cold (under 7c),24.538462
2670,4. Hot  (20c and over),9.692308
2671,1. Cold (under 7c),13.692308
2672,1. Cold (under 7c),10.846154
2673,1. Cold (under 7c),26.615385
2674,2. Cool ( 7c - 14c),9.307692
2675,4. Hot  (20c and over),5.615385
2676,1. Cold (under 7c),16.230769
2677,2. Cool ( 7c - 14c),14.538462
2678,2. Cool ( 7c - 14c),17.230769
2679,1. Cold (under 7c),27.461538
2680,3. (Warm 15c- 19c),17.846154
2681,4. Hot  (20c and over),18.076923
2682,1. Cold (under 7c),11
2683,2. Cool ( 7c - 14c),15.461538
2684,4. Hot  (20c and over),5.615385
2685,4. Hot  (20c and over),13.538462
2686,2. Cool ( 7c - 14c),16.076923
2687,4. Hot  (20c and over),18.076923
2688,1. Cold (under 7c),26.615385
2689,1. Cold (under 7c),16.076923
2690,1. Cold (under 7c),28.461538
2691,1. Cold (under 7c),16.076923
2692,1. Cold (under 7c),14.846154
2693,4. Hot  (20c and over),7.538462
2694,1. Cold (under 7c),22.384615
2695,4. Hot  (20c and over),9.692308
2696,2. Cool ( 7c - 14c),9.769231
2697,1. Cold (under 7c),24.538462
2698,4. Hot  (20c and over),12.923077
2699,4. Hot  (20c and over),9.692308
2700,1. Cold (under 7c),16.230769
2701,2. Cool ( 7c - 14c),7.692308
2702,4. Hot  (20c and over),12.923077
2703,1. Cold (under 7c),12.615385
2704,2. Cool ( 7c - 14c),14.538462
2705,1. Cold (under 7c),19.923077
2706,2. Cool ( 7c - 14c),7.692308
2707,1. Cold (under 7c),24.538462
2708,1. Cold (under 7c),24.538462
2709,2. Cool ( 7c - 14c),9.923077
2710,1. Cold (under 7c),16.230769
2711,2. Cool ( 7c - 14c),9.307692
2712,4. Hot  (20c and over),7.384615
2713,4. Hot  (20c and over),12.923077
2714,4. Hot  (20c and over),14.538462
2715,4. Hot  (20c and over),10.538462
2716,2. Cool ( 7c - 14c),9.307692
2717,1. Cold (under 7c),14.384615
2718,1. Cold (under 7c),8.769231
2719,1. Cold (under 7c),10.153846
2720,4. Hot  (20c and over),12
2721,1. Cold (under 7c),11
2722,2. Cool ( 7c - 14c),14.538462
2723,2. Cool ( 7c - 14c),8.538462
2724,4. Hot  (20c and over),18.076923
2725,2. Cool ( 7c - 14c),16.076923
2726,1. Cold (under 7c),14.384615
2727,2. Cool ( 7c - 14c),17.230769
2728,1. Cold (under 7c),13.692308
2729,1. Cold (under 7c),8.769231
2730,1. Cold (under 7c),10.153846
2731,4. Hot  (20c and over),17.153846
2732,1. Cold (under 7c),20.076923
2733,1. Cold (under 7c),14.384615
2734,4. Hot  (20c and over),12.923077
2735,1. Cold (under 7c),19.461538
2736,1. Cold (under 7c),10.615385
2737,3. (Warm 15c- 19c),14.230769
2738,2. Cool ( 7c - 14c),14.538462
2739,2. Cool ( 7c - 14c),7.307692
2740,2. Cool ( 7c - 14c),7.307692
2741,1. Cold (under 7c),14.384615
2742,1. Cold (under 7c),19.461538
2743,4. Hot  (20c and over),7.384615
2744,2. Cool ( 7c - 14c),9.769231
2745,4. Hot  (20c and over),17.153846
2746,3. (Warm 15c- 19c),17.846154
2747,2. Cool ( 7c - 14c),10.923077
2748,1. Cold (under 7c),14.384615
2749,4. Hot  (20c and over),18.076923
2750,2. Cool ( 7c - 14c),17.230769
2751,1. Cold (under 7c),10.153846
2752,4. Hot  (20c and over),14.307692
2753,1. Cold (under 7c),36.307692
2754,2. Cool ( 7c - 14c),10.923077
2755,2. Cool ( 7c - 14c),16.076923
2756,1. Cold (under 7c),11.615385
2757,1. Cold (under 7c),16.307692
2758,2. Cool ( 7c - 14c),9.307692
2759,2. Cool ( 7c - 14c),8.538462
2760,1. Cold (under 7c),10.846154
2761,1. Cold (under 7c),19.923077
2762,1. Cold (under 7c),8.230769
2763,4. Hot  (20c and over),7.538462
2764,1. Cold (under 7c),36.307692
2765,2. Cool ( 7c - 14c),8.538462
2766,2. Cool ( 7c - 14c),7.692308
2767,2. Cool ( 7c - 14c),10.923077
2768,4. Hot  (20c and over),7.384615
2769,2. Cool ( 7c - 14c),9.769231
2770,3. (Warm 15c- 19c),23.846154
2771,4. Hot  (20c and over),12
2772,3. (Warm 15c- 19c),23.615385
2773,1. Cold (under 7c),10.153846
